"genus","collection_no","family","abund_value","abund_unit","reference_no","life_habit","diet","country","geoplate","lat","lng","paleolat","paleolng","period","epoch","subepoch","stage","early_interval","late_interval","max_ma","min_ma","stg","ten","env","lith","latgroup","bath","gensp","ecology","ecologyMostZ","ecologyMostAZ","ecologyBoth","growth","integration"
"Favia",70416,"Faviidae","","",23527,"low-level epifaunal","photosymbiotic","Spain",304,41.383333,1.616667,41.51,0.16,"Neogene","Miocene","","","Burdigalian","Langhian",20.44,13.82,91,48,"r","c","nt","shal","Favia falloti","z","z","z",FALSE,"colonial","2"
"Favia",71062,"Faviidae","","",23814,"low-level epifaunal","photosymbiotic","Somalia",709,10.216667,44.983333,7.91,40.57,"Paleogene","Oligocene","","","Oligocene","",33.9,23.03,89,47,"r","c","t","shal","Favia somaliensis","z","z","z",FALSE,"colonial","2"
"Favia",71062,"Faviidae","","",23814,"low-level epifaunal","photosymbiotic","Somalia",709,10.216667,44.983333,7.91,40.57,"Paleogene","Oligocene","","","Oligocene","",33.9,23.03,89,47,"r","c","t","shal","Favia africana","z","z","z",FALSE,"colonial","2"
"Favia",71068,"Faviidae","","",23816,"low-level epifaunal","photosymbiotic","Somalia",709,7.966667,49.816667,6.97,46.9,"","","","","Chattian","Burdigalian",28.1,15.97,90,48,"r","c","t","shal","Favia africana","z","z","z",FALSE,"colonial","2"
"Favia",71068,"Faviidae","","",23816,"low-level epifaunal","photosymbiotic","Somalia",709,7.966667,49.816667,6.97,46.9,"","","","","Chattian","Burdigalian",28.1,15.97,90,48,"r","c","t","shal","Favia preamplior","z","z","z",FALSE,"colonial","2"
"Favia",71079,"Faviidae","","",23825,"low-level epifaunal","photosymbiotic","Indonesia",620,-7.366667,111.35,-7.45,111.79,"Neogene","Pliocene","","","Pliocene","",5.333,2.588,93,49,"r","c","t","shal","Favia macrocalyx","z","z","z",FALSE,"colonial","2"
"Favia",71079,"Faviidae","","",23825,"low-level epifaunal","photosymbiotic","Indonesia",620,-7.366667,111.35,-7.45,111.79,"Neogene","Pliocene","","","Pliocene","",5.333,2.588,93,49,"r","c","t","shal","Favia favus","z","z","z",FALSE,"colonial","2"
"Favia",71079,"Faviidae","","",23825,"low-level epifaunal","photosymbiotic","Indonesia",620,-7.366667,111.35,-7.45,111.79,"Neogene","Pliocene","","","Pliocene","",5.333,2.588,93,49,"r","c","t","shal","Favia denticulata","z","z","z",FALSE,"colonial","2"
"Favia",71151,"Faviidae","","",23844,"low-level epifaunal","photosymbiotic","Taiwan",611,22.616667,120.3,22.69,120.09,"Quaternary","Pleistocene","Early/Lower Pleistocene","","Early/Lower Pleistocene","",2.588,0.781,94,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",71245,"Faviidae","","",23863,"low-level epifaunal","photosymbiotic","United States",252,18.083333,-67.883333,18.06,-67.07,"Neogene","","","","Late/Upper Miocene","Early/Lower Pliocene",11.608,3.6,93,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",71261,"Faviidae","","",23865,"low-level epifaunal","photosymbiotic","Australia",801,-22.45,114.216667,-22.45,114.22,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.126,0.0117,94,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",71374,"Faviidae","1","specimens",24129,"low-level epifaunal","photosymbiotic","Costa Rica",230,9.983333,-83.083333,9.86,-82.47,"Neogene","Pliocene","","","Early/Lower Pliocene","Late/Upper Pliocene",5.333,2.588,93,49,"r","c","t","shal","Favia fragum","z","z","z",FALSE,"colonial","2"
"Favia",71383,"Faviidae","1","specimens",24129,"low-level epifaunal","photosymbiotic","Costa Rica",230,9.983333,-83.083333,9.86,-82.47,"Neogene","Pliocene","","","Early/Lower Pliocene","Late/Upper Pliocene",5.333,2.588,92,49,"r","c","t","shal","Favia fragum","z","z","z",FALSE,"colonial","2"
"Favia",71390,"Faviidae","1","specimens",24129,"low-level epifaunal","photosymbiotic","Costa Rica",230,9.983333,-83.083333,9.86,-82.47,"Neogene","Pliocene","","","Early/Lower Pliocene","Late/Upper Pliocene",5.333,2.588,92,49,"r","c","t","shal","Favia fragum","z","z","z",FALSE,"colonial","2"
"Favia",71397,"Faviidae","1","specimens",24129,"low-level epifaunal","photosymbiotic","Costa Rica",230,9.983333,-83.083333,9.86,-82.47,"Neogene","Pliocene","","","Early/Lower Pliocene","Late/Upper Pliocene",5.333,2.588,92,49,"r","s","t","shal","Favia fragum","z","z","z",FALSE,"colonial","2"
"Favia",71398,"Faviidae","2","specimens",24129,"low-level epifaunal","photosymbiotic","Costa Rica",230,9.983333,-83.083333,9.86,-82.47,"Neogene","Pliocene","","","Early/Lower Pliocene","Late/Upper Pliocene",5.333,2.588,93,49,"r","s","t","shal","Favia fragum","z","z","z",FALSE,"colonial","2"
"Favia",71409,"Faviidae","1","specimens",24129,"low-level epifaunal","photosymbiotic","Costa Rica",230,9.983333,-83.083333,9.86,-82.47,"Neogene","Pliocene","","","Early/Lower Pliocene","Late/Upper Pliocene",5.333,2.588,93,49,"r","s","t","shal","Favia fragum","z","z","z",FALSE,"colonial","2"
"Favia",71410,"Faviidae","1","specimens",24129,"low-level epifaunal","photosymbiotic","Costa Rica",230,9.983333,-83.083333,9.86,-82.47,"Neogene","Pliocene","","","Early/Lower Pliocene","Late/Upper Pliocene",5.333,2.588,92,49,"r","s","t","shal","Favia fragum","z","z","z",FALSE,"colonial","2"
"Favia",72040,"Faviidae","1","specimens",24381,"low-level epifaunal","photosymbiotic","Switzerland",307,46.966667,8.3,32.4,18.76,"Cretaceous","Early/Lower Cretaceous","","Aptian","Early/Lower Aptian","",125.45,122.46,74,38,"nr","c","nt","shal","Favia lorioli","z","z","z",FALSE,"colonial","2"
"Favia",73651,"Faviidae","","",24698,"low-level epifaunal","photosymbiotic","Bahamas",101,24.646389,-79.111667,24.71,-78.5,"Neogene","Pliocene","Late/Upper Pliocene","Piacenzian","Late/Upper Pliocene","",3.6,2.588,93,49,"r","c","t","shal","Favia sp. A","z","z","z",FALSE,"colonial","2"
"Favia",74258,"Faviidae","","",24937,"low-level epifaunal","photosymbiotic","China",613,33.233333,79.8,14.9,80.91,"Cretaceous","Early/Lower Cretaceous","","Aptian","Aptian","",125,113,74,38,"uk","uk","t","uk","Favia turbinata","z","z","z",FALSE,"colonial","2"
"Favia",74961,"Faviidae","","",28516,"low-level epifaunal","photosymbiotic","Dominican Republic",252,19.516667,-71.133333,19.51,-70.73,"Neogene","Pliocene","Early/Lower Pliocene","Zanclean","Zanclean","",5.333,3.6,92,49,"nr","s","t","shal","Favia maoadentrensis","z","z","z",FALSE,"colonial","2"
"Favia",74964,"Faviidae","","",28516,"low-level epifaunal","photosymbiotic","Dominican Republic",252,19.666667,-71.4,19.66,-70.99,"Neogene","Pliocene","Early/Lower Pliocene","Zanclean","Zanclean","",5.333,3.6,92,49,"nr","s","t","shal","Favia vokesae","z","z","z",FALSE,"colonial","2"
"Favia",75454,"Faviidae","1","specimens",25454,"low-level epifaunal","photosymbiotic","Italy",307,45.966667,13.516667,39.49,11.69,"Paleogene","Eocene","Middle Eocene","Lutetian","Lutetian","",47.8,41.3,85,45,"r","c","nt","shal","Favia meneguzzoi","z","z","z",FALSE,"colonial","2"
"Favia",76318,"Faviidae","","",25853,"low-level epifaunal","photosymbiotic","India",501,21.966667,70.5,21.97,70.5,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.126,0.0117,94,49,"nr","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",76320,"Faviidae","","",25853,"low-level epifaunal","photosymbiotic","India",501,21.966667,70.5,21.97,70.5,"Quaternary","Holocene","","","Holocene","",0.0117,0,94,49,"nr","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",76998,"Faviidae","","",26025,"low-level epifaunal","photosymbiotic","Switzerland",305,46.416667,6.083333,36.13,15.82,"Cretaceous","Early/Lower Cretaceous","","Aptian","Aptian","",125,113,74,38,"uk","uk","nt","uk","Favia turbinata","z","z","z",FALSE,"colonial","2"
"Favia",76998,"Faviidae","","",26025,"low-level epifaunal","photosymbiotic","Switzerland",305,46.416667,6.083333,36.13,15.82,"Cretaceous","Early/Lower Cretaceous","","Aptian","Aptian","",125,113,74,38,"uk","uk","nt","uk","Favia lorioli","z","z","z",FALSE,"colonial","2"
"Favia",77046,"Faviidae","","",26078,"low-level epifaunal","photosymbiotic","Cuba",206,21.533333,-77.25,21.35,-70.24,"Paleogene","Eocene","Late/Upper Eocene","Priabonian","Late/Upper Eocene","",37.2,33.9,87,46,"nr","c","t","shal","Favia weisbordi","z","z","z",FALSE,"colonial","2"
"Favia",77068,"Faviidae","21","specimens",29186,"low-level epifaunal","photosymbiotic","Ukraine",301,48.45,34.983333,47.97,30.46,"Paleogene","Eocene","Late/Upper Eocene","Priabonian","Priabonian","",38,33.9,87,46,"r","c","nt","shal","Favia dalmatina","z","z","z",FALSE,"colonial","2"
"Favia",77074,"Faviidae","","",26090,"low-level epifaunal","photosymbiotic","Ukraine",511,44.783333,34,-0.5,48.34,"Cretaceous","Early/Lower Cretaceous","","Hauterivian","Early/Lower Hauterivian","",136.4,130,72,37,"r","c","t","shal","Favia turbinata","z","z","z",FALSE,"colonial","2"
"Favia",78664,"Faviidae","1","specimens",26443,"low-level epifaunal","photosymbiotic","Moldova",301,47.966667,27.283333,48.38,26.19,"Neogene","Miocene","Middle Miocene","Serravallian","Badenian","",13.65,12.7,91,48,"r","c","nt","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",78700,"Faviidae","","",30905,"low-level epifaunal","photosymbiotic","Turkmenistan",513,39.333333,55,33.66,59.98,"Cretaceous","Early/Lower Cretaceous","","Barremian","Early/Lower Barremian","",130,125.45,73,37,"r","c","nt","shal","Favia hemispherica","z","z","z",FALSE,"colonial","2"
"Favia",78949,"Faviidae","","",26500,"low-level epifaunal","photosymbiotic","Somalia",709,10.7,50.883333,10.32,49.23,"Neogene","Miocene","Middle Miocene","","Middle Miocene","",15.97,11.608,92,49,"nr","s","t","shal","Favia corollaris","z","z","z",FALSE,"colonial","2"
"Favia",79079,"Faviidae","","",26500,"low-level epifaunal","photosymbiotic","Somalia",709,11.242778,48.975833,10.54,46.54,"Neogene","Miocene","Early/Lower Miocene","","Early/Lower Miocene","",23.03,15.97,90,48,"nr","c","t","shal","Favia magnifica","z","z","z",FALSE,"colonial","2"
"Favia",79599,"Faviidae","1","specimens",26713,"low-level epifaunal","photosymbiotic","Egypt",715,29.685833,32.217778,28.62,30.99,"Neogene","Miocene","Early/Lower Miocene","Burdigalian","Burdigalian","",20.44,15.97,90,48,"r","c","t","shal","Favia corollaris","z","z","z",FALSE,"colonial","2"
"Favia",79599,"Faviidae","1","specimens",26713,"low-level epifaunal","photosymbiotic","Egypt",715,29.685833,32.217778,28.62,30.99,"Neogene","Miocene","Early/Lower Miocene","Burdigalian","Burdigalian","",20.44,15.97,90,48,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",79603,"Faviidae","","",26716,"low-level epifaunal","photosymbiotic","Greece",307,40.125833,21.141667,37.02,18.67,"Paleogene","Oligocene","Early/Lower Oligocene","Rupelian","Rupelian","",33.9,28.1,88,47,"r","c","nt","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",79641,"Faviidae","","",26716,"low-level epifaunal","photosymbiotic","Greece",307,40.134722,21.145833,38.06,19.36,"Paleogene","Oligocene","Late/Upper Oligocene","Chattian","Chattian","",28.1,23.03,89,47,"nr","uk","nt","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",80304,"Faviidae","","",27007,"low-level epifaunal","photosymbiotic","Panama",230,9.333333,-79.9,9.28,-79.59,"Quaternary","Pleistocene","Early/Lower Pleistocene","","Early/Lower Pleistocene","",2.588,0.781,94,49,"nr","s","t","shal","Favia fragum","z","z","z",FALSE,"colonial","2"
"Favia",80596,"Faviidae","","",27116,"low-level epifaunal","photosymbiotic","India",501,23.333333,71.933333,23.33,71.93,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.126,0.0117,94,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",80600,"Faviidae","","",27116,"low-level epifaunal","photosymbiotic","India",501,23.333333,71.933333,23.33,71.93,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.126,0.0117,94,49,"r","c","t","shal","Favia speciosa","z","z","z",FALSE,"colonial","2"
"Favia",80738,"Faviidae","","",27144,"low-level epifaunal","photosymbiotic","Australia",801,-15.333333,145.75,-15.33,145.75,"Quaternary","Pleistocene","Middle Pleistocene","","Middle Pleistocene","",0.781,0.126,94,49,"r","c","t","shal","Favia pallida","z","z","z",FALSE,"colonial","2"
"Favia",80803,"Faviidae","","",27144,"low-level epifaunal","photosymbiotic","Australia",801,-15.416667,145.333333,-15.42,145.33,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.126,0.0117,94,49,"r","c","t","shal","Favia favus","z","z","z",FALSE,"colonial","2"
"Favia",80806,"Faviidae","","",27144,"low-level epifaunal","photosymbiotic","Australia",801,-15.416667,145.333333,-15.42,145.33,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.126,0.0117,94,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",80904,"Faviidae","","",27222,"low-level epifaunal","photosymbiotic","Netherlands Antilles",203,12.283333,-69.066667,12.28,-69.07,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.122,0.122,94,49,"r","c","t","shal","Favia fragum","z","z","z",FALSE,"colonial","2"
"Favia",80955,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia favus","z","z","z",FALSE,"colonial","2"
"Favia",80955,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia laxa","z","z","z",FALSE,"colonial","2"
"Favia",80955,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia pallida","z","z","z",FALSE,"colonial","2"
"Favia",80955,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia stelligera","z","z","z",FALSE,"colonial","2"
"Favia",80956,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia favus","z","z","z",FALSE,"colonial","2"
"Favia",80956,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia laxa","z","z","z",FALSE,"colonial","2"
"Favia",80956,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia pallida","z","z","z",FALSE,"colonial","2"
"Favia",80958,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia favus","z","z","z",FALSE,"colonial","2"
"Favia",80958,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia laxa","z","z","z",FALSE,"colonial","2"
"Favia",80958,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia pallida","z","z","z",FALSE,"colonial","2"
"Favia",80958,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia stelligera","z","z","z",FALSE,"colonial","2"
"Favia",80962,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia favus","z","z","z",FALSE,"colonial","2"
"Favia",80962,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia laxa","z","z","z",FALSE,"colonial","2"
"Favia",80962,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia pallida","z","z","z",FALSE,"colonial","2"
"Favia",80962,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia stelligera","z","z","z",FALSE,"colonial","2"
"Favia",80963,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia favus","z","z","z",FALSE,"colonial","2"
"Favia",80963,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia laxa","z","z","z",FALSE,"colonial","2"
"Favia",80963,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia pallida","z","z","z",FALSE,"colonial","2"
"Favia",80963,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia speciosa","z","z","z",FALSE,"colonial","2"
"Favia",80963,"Faviidae","","",27240,"low-level epifaunal","photosymbiotic","Saudi Arabia",503,27.683333,35.466667,27.31,35.1,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.086,94,49,"r","c","t","shal","Favia stelligera","z","z","z",FALSE,"colonial","2"
"Favia",80964,"Faviidae","","",27242,"low-level epifaunal","photosymbiotic","Seychelles",702,-9.421944,46.446667,-9.42,46.45,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.126,0.0117,94,49,"nr","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",80965,"Faviidae","","",27242,"low-level epifaunal","photosymbiotic","Seychelles",702,-9.421944,46.446667,-9.42,46.45,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.126,0.0117,94,49,"nr","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",80966,"Faviidae","","",27242,"low-level epifaunal","photosymbiotic","Seychelles",702,-9.421944,46.446667,-9.42,46.45,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.125,0.125,94,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",81006,"Faviidae","","",27242,"low-level epifaunal","photosymbiotic","Seychelles",702,-9.421944,46.446667,-9.42,46.45,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.125,0.125,94,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",81007,"Faviidae","","",27242,"low-level epifaunal","photosymbiotic","Seychelles",702,-9.421944,46.446667,-9.42,46.45,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.125,0.125,94,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",81008,"Faviidae","","",27242,"low-level epifaunal","photosymbiotic","Seychelles",702,-9.421944,46.446667,-9.42,46.45,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.125,0.125,94,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",81009,"Faviidae","","",27242,"low-level epifaunal","photosymbiotic","Seychelles",702,-9.421944,46.446667,-9.42,46.45,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.125,0.125,94,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",81011,"Faviidae","","",27242,"low-level epifaunal","photosymbiotic","Seychelles",702,-9.421944,46.446667,-9.42,46.45,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.125,0.125,94,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",81090,"Faviidae","","",27259,"low-level epifaunal","photosymbiotic","Kenya",709,-4.15,39.616667,-4.15,39.62,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.12,0.12,94,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",81090,"Faviidae","","",27259,"low-level epifaunal","photosymbiotic","Kenya",709,-4.15,39.616667,-4.15,39.62,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.12,0.12,94,49,"r","c","t","shal","Favia stelligera","z","z","z",FALSE,"colonial","2"
"Favia",81580,"Faviidae","","",27510,"low-level epifaunal","photosymbiotic","Japan",611,25,125,25.06,124.88,"Quaternary","Pleistocene","","","Early/Lower Pleistocene","Middle Pleistocene",2.588,0.126,94,49,"r","c","t","shal","Favia stelligera","z","z","z",FALSE,"colonial","2"
"Favia",82754,"Faviidae","","",27826,"low-level epifaunal","photosymbiotic","Jordan",508,29.31,34.605,29.31,34.61,"Quaternary","Pleistocene","Middle Pleistocene","","Middle Pleistocene","",0.781,0.126,94,49,"r","c","t","shal","Favia speciosa","z","z","z",FALSE,"colonial","2"
"Favia",82755,"Faviidae","","",27826,"low-level epifaunal","photosymbiotic","Jordan",508,29.31,34.605,29.31,34.61,"Quaternary","Pleistocene","Middle Pleistocene","","Middle Pleistocene","",0.781,0.126,94,49,"r","c","t","shal","Favia speciosa","z","z","z",FALSE,"colonial","2"
"Favia",82821,"Faviidae","","",27846,"low-level epifaunal","photosymbiotic","Mexico",205,20.577778,-87.120833,20.58,-87.12,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.126,0.0117,94,49,"r","c","t","shal","Favia fragum","z","z","z",FALSE,"colonial","2"
"Favia",82858,"Faviidae","","",27858,"low-level epifaunal","photosymbiotic","Jamaica",222,17.866667,-76.316667,17.87,-76.32,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.126,0.0117,94,49,"r","c","t","shal","Favia fragum","z","z","z",FALSE,"colonial","2"
"Favia",84621,"Faviidae","","",28395,"low-level epifaunal","photosymbiotic","Australia",801,-29.1,153.366667,-29.1,153.37,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.119,0.119,94,49,"nr","s","t","shal","Favia pallida","z","z","z",FALSE,"colonial","2"
"Favia",84951,"Faviidae","","",28507,"low-level epifaunal","photosymbiotic","French Polynesia",901,-14.083333,-145.65,-15.56,-142.48,"Neogene","Pliocene","","","Pliocene","",5.333,2.588,92,49,"r","c","t","shal","Favia stelligera","z","z","z",FALSE,"colonial","2"
"Favia",84982,"Faviidae","","",28516,"low-level epifaunal","photosymbiotic","Dominican Republic",252,19.483333,-71.266667,19.47,-70.66,"Neogene","Miocene","Late/Upper Miocene","Messinian","Messinian","",7.1,7.1,92,49,"r","c","t","shal","Favia vokesae","z","z","z",FALSE,"colonial","2"
"Favia",84982,"Faviidae","","",28516,"low-level epifaunal","photosymbiotic","Dominican Republic",252,19.483333,-71.266667,19.47,-70.66,"Neogene","Miocene","Late/Upper Miocene","Messinian","Messinian","",7.1,7.1,92,49,"r","c","t","shal","Favia maoadentrensis","z","z","z",FALSE,"colonial","2"
"Favia",84991,"Faviidae","","",28516,"low-level epifaunal","photosymbiotic","Dominican Republic",252,19.316667,-70.7,18.56,-69.73,"Paleogene","Oligocene","Late/Upper Oligocene","Chattian","Chattian","",28.1,23.03,89,47,"nr","s","t","shal","Favia dominicensis","z","z","z",FALSE,"colonial","2"
"Favia",85001,"Faviidae","","",28527,"low-level epifaunal","photosymbiotic","Greece",307,37.55,21.683333,34.42,19.06,"Paleogene","Oligocene","Early/Lower Oligocene","Rupelian","Rupelian","",33.9,28.1,88,47,"nr","c","nt","shal","Favia subdenticulata","z","z","z",FALSE,"colonial","2"
"Favia",85086,"Faviidae","","",28585,"low-level epifaunal","photosymbiotic","New Zealand",806,-29.216667,-177.833333,-30.17,-177.69,"Quaternary","Pleistocene","Early/Lower Pleistocene","","Early/Lower Pleistocene","",2.588,0.781,94,49,"nr","s","nt","shal","Favia speciosa","z","z","z",FALSE,"colonial","2"
"Favia",85088,"Faviidae","","",28585,"low-level epifaunal","photosymbiotic","New Zealand",806,-29.216667,-177.833333,-30.17,-177.69,"Quaternary","Pleistocene","Early/Lower Pleistocene","","Early/Lower Pleistocene","",2.588,0.781,94,49,"nr","s","nt","shal","Favia speciosa","z","z","z",FALSE,"colonial","2"
"Favia",85089,"Faviidae","","",28585,"low-level epifaunal","photosymbiotic","New Zealand",806,-29.216667,-177.833333,-30.17,-177.69,"Quaternary","Pleistocene","Early/Lower Pleistocene","","Early/Lower Pleistocene","",2.588,0.781,94,49,"nr","s","nt","shal","Favia speciosa","z","z","z",FALSE,"colonial","2"
"Favia",85092,"Faviidae","","",28585,"low-level epifaunal","photosymbiotic","New Zealand",806,-29.216667,-177.833333,-30.17,-177.69,"Quaternary","Pleistocene","Early/Lower Pleistocene","","Early/Lower Pleistocene","",2.588,0.781,94,49,"r","c","nt","shal","Favia speciosa","z","z","z",FALSE,"colonial","2"
